                                     FROM Patient  WHERE ( PatientID = @PatientID OR LastName = @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:58:37 [11752]  <Information>  'PatientGridSelectionChanged Arrive' 

2023-03-20 오전 3:58:38 [11752]  <Information>  'Close Studies that PatientID is Different : 20280318' 

2023-03-20 오전 3:58:38 [11752]  <Information>  '_SetImageCollection' 

2023-03-20 오전 3:58:38 [11752]  <Information>  'ImageGridControl._SetImageCollection difference ImageCollection' 

2023-03-20 오전 3:58:38 [11752]  <Information>  'ImageControl.OnFrameChanged' 

2023-03-20 오전 3:58:38 [11752]  <Information>  'ImageGridControl.ImageControl_FrameChanged' 

2023-03-20 오전 3:58:38 [11752]  <Information>  'ImageGridControl._SetImageCollection.m_Controller is null - 1 / 1' 

2023-03-20 오전 3:58:38 [11752]  <Information>  'GridPanel.GridLayout.Set - 1 / 1' 

2023-03-20 오전 3:58:38 [11752]  <Information>  'GridPanel.OnGridLayoutChanged' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'GridPanel.GridLayout - 1 / 1' 

2023-03-20 오전 3:58:39 [11752]  <Information>  '_SetImageCollection' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'ImageGridControl._SetImageCollection.m_Controller is null - 1 / 1' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'GridPanel.GridLayout.Set - 1 / 1' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'Multi Load 1 StudyID : 52' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'Multi Load 2 StudyID : 1' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'ImageGridControl.IsActiveGridControl' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'ImageGridControl.IsActiveGridControl' 

2023-03-20 오전 3:58:39 [11752]  <Information>  '_SetImageCollection' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'ImageGridControl._SetImageCollection difference ImageCollection' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'ImageGridControl._SetImageCollection.m_Controller not null' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'ImageGridControl._SetImageCollection.m_Controller - 1 / 1' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'GridPanel.GridLayout.Set - 1 / 1' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'GridPanel.OnGridLayoutChanged' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'GridPanel.GridLayout - 1 / 1' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'ImageControl.OnFrameChanged' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'ImageGridControl.ImageControl_FrameChanged' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'Multi Load 3 load ' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'Multi Load 3' 

2023-03-20 오전 3:58:39 [11752]  <Information>  'Multi Load 4' 

2023-03-20 오전 3:59:02 [11752]  <Information>  'GetPatient cnt: SELECT COUNT(PatientID) CNT FROM Patient WHERE ( PatientID LIKE @PatientID  OR LastName LIKE @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:02 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
